ch1,ch2
4550,9603
5084,8418
4517,10859
3836,12980
5760,7011
6373,8151
6747,9149
6561,9654
5750,9574
4506,8860
4200,9058
4647,16943
5950,17862
7363,17245
8547,15661
9409,14325
9999,13556
10474,13324
11033,13628
11802,14338
12820,14743
14000,14546
15121,13289
15844,11862
15789,11547
14661,12377
12467,12241
9561,11200
6569,9710
4077,8204
4730,7837
4772,9834
4806,12493
4827,15263
4874,17401
6097,18186
7523,17307
8672,15085
9255,12174
9122,9237
8264,7756
6835,7831
5170,7897
5185,6800
4437,8463
4029,8055
5711,7598
6254,8369
6507,8573
6229,8354
5360,8001
4114,7193
4570,8311
4456,16538
5557,15466
6644,13508
7587,11602
8400,10676
9199,10267
10118,10367
11281,11132
12707,11511
14306,11236
15810,10408
16833,8987
16932,10759
15822,11476
13500,10954
10326,9523
7051,7770
4561,8008
4597,10125
4666,12378
6167,14212
7899,15021
9446,14473
10506,12734
10832,10310
10336,7768
3800,7415
4011,8795
4487,7563
5368,7096
5470,8002
5745,8254
6003,8036
6020,7612
5607,6873
3894,15344
4013,10253
4957,6743
26115,7135
24547,7007
4305,13424
5153,11095
6036,8899
6966,7801
7954,7177
9108,6995
10515,7431
12185,7767
14005,7553
15697,7100
16865,9150
17048,10621
15929,10898
13553,9912
10338,8127
4456,7377
5888,8842
7817,10094
9680,10688
11287,10405
12154,9324
12042,7738
4225,7177
3888,8096
4347,7331
4798,6957
5506,6870
6346,6871
7389,6731
7393,7059
6489,8463
5999,9361
5811,9480
5775,8781
5685,7520
4291,7594
29841,7695
27138,8821
25101,8951
24775,8155
24657,6802
4333,9344
5117,6998
14497,7963
15538,9869
15661,10989
14568,10768
12308,9317
9345,7228
9224,7129
11204,7322
12567,7045
4841,9400
4371,11851
4038,12995
3901,12414
3925,10613
4040,8549
4027,6940
3855,7679
3823,18090
3986,14744
4105,10766
4200,7058
5327,6669
5965,7223
6706,7599
7655,7441
19438,7104
21812,7314
23530,6919
11931,7873
10056,9401
8513,10855
7320,11737
6415,11654
5743,10548
5354,8740
4955,6728
3814,7219
30960,7651
27797,8953
25882,9357
25366,8961
24984,7984
24660,6790
3991,9462
4593,7215
11130,7167
12381,9114
13105,10829
13034,11539
12000,10846
10080,8981
7720,6679
6663,7054
5969,9934
5479,12419
5122,13663
4845,13388
4820,12089
4716,10611
4532,9746
4300,9833
3938,10680
3917,22363
4080,20186
4284,16708
4427,12537
4537,8486
6383,7032
6994,7161
13381,7457
15387,8700
17290,9223
18827,9159
19724,8867
19818,8638
19076,8693
17632,9128
15720,9986
14085,11495
12367,13098
10672,14496
9117,15309
7755,15058
6567,13541
5560,11076
4751,8275
28645,7380
26329,8025
25577,8070
24943,7731
24550,7215
24071,6707
3912,8910
4401,7289
8025,6914
9038,8551
9838,10239
10197,11502
9935,11781
9046,10670
7643,8564
7377,8227
6750,11002
6244,13054
5828,13863
5444,13491
5251,12723
5019,12419
4657,12770
4260,13976
3887,16339
3865,25827
4067,24129
4273,21479
4409,17893
4518,13734
4954,9607
10269,7566
11670,9004
13104,9995
14385,10622
15312,11120
15730,11726
15565,12613
14869,13870
14224,15877
13240,17872
11993,19504
10585,20305
9134,19853
7683,17991
6409,14885
5483,11148
4587,7605
22951,6819
22227,7238
21776,7750
21627,8182
20705,8294
19630,7861
17950,6818
12592,6916
9508,7168
8728,7266
5946,7597
4001,8325
4398,7103
5941,6916
6517,8204
7071,9778
7437,11220
7471,11899
7120,11605
6447,10180
5400,7954
8476,7179
7723,9859
7072,12292
6485,13576
5946,13602
5420,13019
5085,12751
4693,12982
4236,14701
3802,17411
3914,28676
4050,26382
4237,23963
4528,21098
5106,17678
5654,13863
6100,10427
6442,7223
8552,8161
9550,9520
10530,10831
11359,12281
11901,13987
12082,16161
12286,19149
12172,22114
11719,24578
10939,25980
9893,25806
8988,23812
7963,20175
6752,15543
5506,10817
4360,6842
21296,6897
20938,7997
20556,9082
20070,9848
19027,9934
17172,9093
14569,8429
11455,8971
8365,8843
5724,7530
9758,7360
7498,8339
5086,9146
4039,8842
4379,7723
4596,6875
4940,7186
5115,8159
5357,9450
5526,10860
5543,11979
5335,12244
5004,11361
4415,9633
4062,7874
10109,6729
8953,6759
7568,6764
6216,6703
8359,8540
7607,11483
6871,13477
6155,13943
5477,13121
4911,12210
4413,11880
3924,12909
3866,31566
4117,29927
4386,27211
4673,23953
4981,21243
5736,18533
6480,15615
7182,13257
7855,10711
8262,8480
8396,6665
6104,6720
6711,8199
7378,9916
8016,11972
8529,14903
9020,18708
9452,22858
9677,26743
10049,29635
10287,30756
10045,29574
9288,26148
8098,21048
6675,15261
5228,9963
20032,6764
19692,8342
19241,9792
18084,10643
16066,10429
13280,10681
10149,10806
7173,10057
4781,8112
7865,7085
5954,8240
4005,9447
4309,9200
4686,7994
4855,7106
4868,6855
4789,7009
4739,7500
4698,8309
4660,9398
4603,10648
4474,11834
4234,12588
3948,12427
11938,6989
10638,7477
8823,6853
4176,9769
4500,8191
9870,6761
9405,6910
8485,6860
7845,9549
7044,12897
6199,15850
5358,17181
4657,16450
4033,14564
3886,31695
4245,30574
4598,27482
4942,23251
5276,19260
5979,16385
6941,14186
8074,12799
9323,12273
10309,11973
10827,10941
10821,9555
10328,9553
9470,8885
8382,7678
4942,8241
5366,10808
5764,14221
6558,18483
7477,23256
8385,27763
9107,30971
9458,31939
9290,30164
8569,25857
7375,19949
5934,13782
4500,8550
18999,6720
18310,8557
16994,10034
14771,10746
11881,11656
