ch1,ch2
6399,6192
6630,6113
6463,6308
6134,6713
5855,7380
5288,8326
5426,22347
6023,22400
6607,21438
7055,19568
7251,17318
7146,16362
6760,16704
6185,16642
5545,16083
8075,7641
8595,10594
8996,13368
9214,15210
9301,15529
9329,14518
9291,12724
9225,11369
9280,10686
9341,10635
9450,10385
9633,9865
9978,9333
10589,8494
11370,7367
12271,6164
11686,6720
11987,7365
11867,7860
11270,8035
10284,7816
9749,7277
10358,6663
10918,6190
11828,6546
11770,7153
11703,7647
11600,7906
11447,7861
11318,7541
11178,7055
10949,6997
10617,6768
10175,6351
10148,6310
11041,8245
11421,10180
11497,12776
11836,14548
11589,15069
10880,14609
9965,14021
9215,12906
8389,11971
7611,11607
6949,11936
6598,12797
6768,13786
6941,14289
7034,13718
7047,11900
7293,9283
7870,6585
18782,7203
20468,8352
20836,9312
20613,9594
19794,9126
18529,8119
17495,6858
12860,6298
11006,6457
9136,7324
7695,7525
6992,8108
6469,8553
5629,9253
5184,9749
5128,8131
5494,7749
6283,7339
7149,6931
8016,6556
8795,6463
9771,6776
11147,7450
12131,8462
13421,9547
14502,10533
18906,11986
23596,14077
27956,15200
30791,14779
31375,12921
30300,10257
29276,7822
26653,6276
25574,6180
25324,8680
26298,11932
26666,14836
26807,16325
25938,15934
25058,13937
22618,11130
18726,10164
14242,11414
9861,12295
6289,12587
5241,12982
6808,11934
8671,10063
11059,11481
14424,12554
18056,12836
21778,12928
25261,12046
28205,11100
30531,10060
32115,8865
32613,7868
32128,9174
30726,10439
28442,11607
25501,12157
22789,12063
20452,11501
19467,10713
18114,9890
16413,9131
14461,8438
13224,7761
13523,7213
13686,6727
13628,6213
6339,7171
6486,9362
6668,11375
6824,13292
6898,15444
6842,16644
6616,16875
6204,16392
5836,15504
5461,14438
5076,13306
5327,9015
5637,7407
5542,13652
6116,16734
6625,19543
7009,21958
7224,23582
7261,24037
7162,23129
6980,20892
6790,17670
6959,13970
7220,10375
7578,7301
10605,6388
10779,7428
10969,8281
11149,8810
11288,8974
11363,8857
11354,8636
11253,8497
11079,8577
10853,8954
10609,9556
10371,10321
10148,11398
10037,12139
10112,12212
10143,11519
10096,10255
9955,8796
9723,7672
9406,8157
9142,8900
8813,9780
8405,10597
7952,11114
7478,11080
7001,11074
6546,10880
6134,11443
5781,11794
5507,11452
5317,10654
5190,9945
5107,9265
5117,8895
5308,8511
5430,8031
5454,7454
5427,6817
5383,6411
5254,6388
5236,6450
5351,6557
5465,6833
5660,7414
5807,7935
5817,8236
5926,8194
5932,7794
5846,7176
5799,7367
5451,7896
5613,18863
6327,18894
7004,18341
7536,17210
7941,16871
8134,18454
7998,19785
7557,20676
6903,20970
6175,20474
5503,19100
5259,8257
5619,6357
8555,8188
9137,10940
9538,12811
9701,13373
9756,12771
9736,11496
9705,10026
9746,9209
9746,8993
9728,8843
9808,8934
10050,9423
10417,9715
10943,9247
11758,8134
12626,6708
11415,6397
10756,6548
10105,6411
9512,6123
11431,6394
11707,7284
11612,8166
11174,8773
10258,8873
9041,8387
9574,7495
10231,6475
11909,6747
11858,7594
11742,8340
11618,8796
11447,8872
11205,8581
10878,8723
10445,9128
10130,9072
9713,8455
9213,7440
8810,6281
9254,8214
10173,10946
10692,13293
10717,15203
10880,16829
10899,16972
10508,15925
9842,14422
9096,13178
8504,12600
7923,12834
7406,13807
7006,15196
6746,16439
6829,17435
7054,16935
7206,14717
7802,11404
8611,7994
16241,7328
17465,9445
19277,11081
19956,12427
19292,12848
18944,12181
17352,10711
16823,8853
15206,6962
12968,6947
11361,6925
9819,7785
8385,8369
7230,8594
6381,9014
5781,9637
5477,9988
5340,9780
5359,9262
5526,8231
5738,7160
5943,6394
9312,6630
10631,7491
11669,8357
12650,9211
13975,9908
16416,10929
21245,12682
25670,13613
29760,13124
31539,12213
32134,10769
31146,9517
29387,7849
26599,6212
26511,9187
26056,12770
26869,15816
27391,17290
27258,16674
26516,14316
25137,11225
21980,9468
17610,10503
12873,11343
8547,11720
5215,12503
6348,11504
8148,11379
10256,10367
13556,10373
17582,11865
21855,12757
25925,13153
29380,12882
32035,12147
33841,10961
34680,9663
34561,8040
33553,8975
32010,10309
29434,11333
26202,12391
22963,12711
19784,12304
18444,11388
16997,10276
15406,9347
13635,8536
13110,7887
13205,7377
13260,6960
13199,6588
13406,6190
13515,6186
6292,7439
6443,9689
6569,11573
6656,12780
6673,14424
6573,15275
6312,15257
6051,14683
5691,13877
5256,13019
5170,9969
5400,8321
5646,6498
5479,10490
6052,12383
6641,14962
7201,17408
7657,19511
7935,21067
7993,21848
7842,21669
7523,20427
7120,18191
7081,15244
7094,12000
7298,9146
7798,6531
11099,6473
11243,7278
11547,7956
11866,8367
12161,8508
12395,8468
12537,8382
12580,8591
12533,9072
12423,9507
12291,9770
12165,9820
12063,10051
11986,10342
11904,10388
11775,9878
11568,8960
11455,8243
11300,8860
11004,9889
10588,11060
10073,12166
9494,12972
8876,13474
8267,13226
7689,12320
7136,11916
6639,11113
6259,10997
5989,10607
5806,9748
5687,8732
5603,7784
5528,7013
5454,6451
5438,6116
5426,6509
5304,7509
5179,8707
5158,9880
5119,10791
5178,9110
5074,8141
5656,14345
6388,14102
7139,13715
7812,13586
8294,15966
8601,18483
8758,20939
8573,23096
8072,24701
7362,25468
6580,25153
5848,24017
5255,22287
5077,19881
5216,16986
5395,14172
5601,11541
5813,8783
6052,6163
8936,7829
9523,9999
9881,11159
9981,11102
9888,10102
9863,8673
9973,7907
10008,7361
10060,7041
10171,7081
10288,8065
10472,9251
10877,9875
11532,9791
12234,8758
12914,7147
11570,6194
10895,6727
10224,6875
9823,6719
9525,6404
10508,6325
11021,6655
11342,6959
11314,7802
10812,8943
9885,9684
8775,9768
8765,9450
9420,8359
10104,6881
11556,6126
11560,6993
11476,7956
11355,8825
11207,9399
11047,9545
10847,9494
10572,10407
10214,11162
9753,11097
9202,10648
8735,9349
8280,7592
7754,7250
8328,10184
9014,13594
9547,16406
9696,17890
9520,18042
9752,18006
9649,16945
9294,15615
8784,14686
8375,14535
8008,15266
7629,16747
7323,18550
7103,19904
7018,20662
7052,19922
7420,17100
8248,13090
9165,9095
14856,6240
15504,8214
16595,10633
17744,12603
18648,14237
18228,15021
17617,14550
16429,13062
15679,10964
14675,8651
12994,7961
11528,7404
10405,8038
9263,9161
8253,9419
7487,9979
6970,10309
6690,10429
6558,9587
6522,8394
6657,6835
8939,6131
9999,6892
11027,7565
11850,8164
13301,8810
14146,9654
18291,11096
22823,11763
27515,12815
30812,12873
32672,12092
32354,11117
31185,9431
28741,7571
27542,6299
27619,9415
28155,12969
27784,15938
28390,17300
29001,16573
28488,14245
27712,11463
25497,9702
21471,9453
16490,10324
11409,11568
7234,12233
5702,9622
7479,9889
9589,10071
12011,9831
15810,8970
20346,10428
25025,11579
29242,12164
32551,12509
34798,12430
35851,11691
35866,10155
35086,8701
33634,8382
32018,9833
29588,11132
26628,12035
23298,12814
20015,12840
19137,12209
17837,11171
16129,10002
14140,8906
12939,7991
12714,7283
12570,6770
12866,6405
13088,6117
13169,6427
13928,6698
14320,6287
6312,7837
6385,10043
6429,11647
6446,12422
6409,12608
6352,12941
6206,12615
5928,11973
5608,11302
5366,11500
5277,11952
5199,11937
5180,11188
5252,9670
5464,7634
5445,8731
6034,10650
6635,12214
7242,13765
7828,15492
8330,16801
8671,17670
8775,18081
8626,18033
8249,17474
7708,16424
7448,15139
7217,13245
7136,10911
7421,8404
10956,6290
11223,6714
11509,7089
11813,7326
12146,7465
12535,7945
12857,8591
13100,9286
13263,9892
13372,10252
13462,10270
13557,9945
13668,9386
13781,8873
13863,8300
13872,8056
13756,8417
13483,9143
13051,10191
12683,11462
12228,12782
11617,13885
10902,14522
10138,14488
9379,13944
8662,12627
8029,11868
7509,10559
7116,9565
6849,9069
6685,8331
6593,7438
6535,6604
5647,6282
5323,7715
5156,15429
5478,17293
5682,18667
5741,19937
5641,20979
5383,22287
5076,10917
5675,9996
6338,9372
7065,9073
7771,10782
8336,13059
8690,15827
8974,18958
9032,22131
8765,25018
8216,27309
7480,28731
6680,29086
5929,28308
5606,26470
5675,23739
5764,20337
5861,17148
5963,13764
6061,10271
6137,7041
9118,7729
9618,9012
9887,9396
9896,8958
9676,8031
9770,6995
9945,6118
10614,7150
10993,8784
11482,9886
12002,9898
12491,8779
12869,7014
10490,6614
10104,6774
9749,6667
9567,6493
9702,6349
9951,6389
10293,6813
10645,7351
10883,7910
10857,8340
10437,8869
9582,9707
8371,10609
8120,10744
8554,10514
9101,9289
9711,7577
11061,6236
11173,6454
11128,7269
10977,8174
10759,9000
10509,9800
10328,10193
10175,10254
9992,11441
9742,12338
9412,12967
9001,12369
8510,10725
7983,8515
7567,6309
7253,6849
7429,9195
7537,12016
7796,15728
8168,18700
8351,20237
8266,20216
8283,19045
8373,17646
8269,16972
8024,16729
7891,17197
7707,18393
7474,20108
7229,21815
7028,22675
6936,22414
6961,20932
7598,17458
8508,13063
9488,8981
15102,6308
15545,8087
16187,10133
16776,12176
17364,13784
17355,15087
16247,15280
15650,14373
14375,12600
13977,10297
12902,9419
11571,8352
10881,8342
10053,9578
9249,10134
8591,11001
8137,10920
7884,10788
7774,9467
7731,7513
10301,6114
11014,6695
12477,7443
13541,8437
15031,9574
19437,10016
24213,11787
28731,12416
31679,12657
33101,12079
31883,10554
30359,8635
28267,6942
29066,9297
29777,12630
29812,15387
30055,16639
30407,15935
31102,14140
29965,12083
28804,10311
25373,9121
20336,10362
14688,11377
9613,12395
5716,12871
6502,9769
8549,9792
11019,9888
13735,9533
17814,8753
22526,9032
27232,9991
31317,10554
34387,11025
36078,11561
36408,11381
35615,10342
34089,8811
32144,7573
30445,8870
28542,10278
26156,11504
23144,12429
20590,13001
19722,12801
18526,11945
16977,10699
15115,9357
13042,8132
12372,7132
12360,6382
12270,6225
13279,6970
14010,7012
14641,6353
6335,8138
6399,10236
6406,11539
6387,11883
6346,11494
6255,10790
6078,10152
5945,10062
5853,10521
5732,11114
5564,11558
5406,11502
5361,10709
5386,9137
5494,7077
5703,7762
6443,10211
7138,12191
7802,13345
8424,14176
8968,14754
9363,14821
9537,14543
9438,14102
9065,14296
8487,14203
8059,13608
7600,12543
7212,11061
7258,9273
7342,7323
10876,6179
11286,6610
11720,7278
12126,8155
12470,9156
12736,10097
13096,10738
13514,10896
13922,10541
14329,9808
14723,8932
15072,8279
15342,8022
15489,8146
15454,8679
15223,9587
14811,10774
14241,12068
13754,13251
13086,14085
12278,14401
11407,14112
10545,13224
9751,11851
9063,10651
8512,9398
8104,8291
7842,7138
7697,6588
5929,6290
5397,7666
5115,16112
5688,18077
6141,19246
6425,19755
6505,19949
6369,20224
6030,20853
5535,21940
5243,8201
5749,7047
6305,7110
6919,7705
7557,8848
8095,10565
8493,12863
8797,15682
9000,18861
8921,22140
8576,25197
8157,27694
7439,29335
6565,29897
6111,29266
6208,27493
6289,24733
6334,21206
6351,17708
6353,13959
6346,10196
6352,6820
9076,7119
9398,7944
9487,7955
9348,7297
9385,6305
11146,6794
11536,8127
11917,9096
12245,9076
12499,7985
12783,6300
9927,6165
9960,6303
10025,6355
10141,6476
10279,6922
10420,7536
10476,8278
10342,9033
9911,9681
9118,10365
7996,10630
7822,11553
7987,11663
8281,11433
8691,10226
9177,8395
9677,6570
10114,6568
10422,6637
10567,6899
10555,7528
10426,8241
10225,9307
9983,10128
9721,10527
9444,10615
9214,11707
9070,13082
8882,13633
8628,12843
8305,10954
7925,8524
7504,6168
6777,7090
6975,8793
7164,11342
7095,14567
6891,17135
6866,19339
6956,20923
6956,21315
6820,20845
6904,20013
6972,19276
6950,19023
7010,20130
6990,21534
6872,22936
6704,23778
6598,23393
6746,21420
6929,18965
7725,15131
8633,10984
9589,7442
15976,7184
16128,8707
16925,10377
17021,11973
16840,13437
16136,14468
15190,14491
14258,13541
13451,11918
12933,11208
11933,10040
11339,9104
10784,9872
10147,10859
9583,11469
9167,10949
8933,10580
8830,8952
8787,6706
11522,6125
12730,7228
13454,8014
15816,8134
20366,10054
25564,11100
29540,12103
32316,11982
32808,10814
30866,9115
28997,8095
30011,9589
30616,12791
31673,15371
31039,16544
32337,16033
33011,14454
32789,12209
31431,10535
28806,9445
23989,10539
18024,11836
12172,12934
7461,13457
5453,8970
7267,9636
9573,9954
12274,10309
15415,10372
19704,9807
24253,8539
28631,8739
32374,9020
34982,9284
36112,9819
35842,9947
34348,9458
32187,8311
29713,6964
28358,7700
26784,8870
24529,10162
22361,11285
21203,12286
20158,12707
18912,12362
17442,11360
15725,9963
13784,8496
12599,7172
12253,6104
12207,6375
13099,6951
14145,6730
6477,8105
6444,10077
6386,11142
6309,11165
6239,10465
6186,9547
6150,9164
6164,9083
6090,9290
5927,9662
5756,9959
5592,9888
5447,9220
5378,7915
5450,6204
5284,7868
6017,6680
6457,8144
7316,10686
8094,12457
8801,13062
9419,13252
9894,12830
10160,11993
10160,11001
9867,11140
9436,11199
8910,10943
8284,10396
7644,9597
7419,8574
7254,7383
7443,6344
10061,6681
10551,7775
11030,9068
11503,10349
11939,11317
12336,11710
12843,11443
13688,10633
14517,9585
15198,8616
15731,7949
16181,7692
16417,8009
16426,8801
16220,9814
15851,10882
15468,11830
14873,12510
14144,12849
13415,12848
12701,12539
11968,11964
11243,11165
10562,10179
9945,9057
9404,7880
8971,6760
7460,6104
7161,6422
6728,6594
6150,7219
5457,7807
5486,18103
6211,19787
6798,21117
7173,21814
7288,22131
7122,22622
6705,22781
6118,22657
5472,22274
5132,11607
5398,9692
5672,8400
5959,7580
6352,7321
6806,7736
7276,8526
7706,9732
8055,11331
8421,13353
8643,15724
8647,18320
8663,20926
8516,23255
8045,25371
7322,26772
6464,27240
6655,26655
6940,25045
7132,22528
7200,19448
7166,16075
7091,12435
7025,8913
9171,6480
9113,6243
11526,6268
11824,7425
12073,7920
12458,7601
12658,6688
10410,6478
10333,7004
10157,7717
9838,8586
9314,9510
8537,10568
8020,11487
8060,11917
8110,12376
8221,12607
8434,12186
8736,11089
9113,9239
9497,7417
9822,7154
10036,7099
10101,7306
10016,7663
9795,8456
9581,9349
9347,10061
9085,10542
8817,10684
8557,11480
8306,13020
8177,13408
8062,12454
7902,10448
7692,7992
6705,6570
6975,8576
6949,10555
6898,13105
6840,16246
6551,18738
6083,20256
5906,20732
5762,20745
5753,21394
5710,21781
5831,22057
6076,22314
6274,22488
6403,23512
6467,23992
6474,23406
6508,21538
6670,18452
7068,14838
7820,11247
8657,7887
16179,6573
16667,7474
17123,8848
17717,10092
17302,11563
16638,13042
15435,14192
14842,14309
13671,13298
13278,13049
12654,12098
11867,10598
11489,10552
10939,11021
10401,11179
9973,10559
9724,9559
9597,7865
12766,6296
13260,6368
16533,8243
21872,9529
26802,10625
30267,10915
32436,10212
32030,9681
29857,8778
30186,10036
31558,12989
32751,15123
33222,15937
33561,15409
34159,13859
35019,11768
33333,10244
31469,9810
27121,11072
21095,12361
14739,13391
9295,13970
5328,13905
6071,10114
8050,9142
10473,9714
13653,10609
17457,11048
21587,11166
25741,10427
29636,8827
32819,8027
34853,7795
35482,8160
34728,8197
32754,7846
30079,7284
27243,6960
27310,6973
26502,7386
25265,8310
23554,9423
22082,10564
20679,11517
19167,11886
17576,11530
15869,10511
14018,9081
12939,7561
12303,6187
6573,7851
6524,9709
6389,10620
6239,10436
6166,9504
6163,8604
6184,7910
6168,7484
6075,7330
5955,7369
5792,7440
5584,7357
5388,6939
5449,6115
5448,12061
6081,10714
6166,8876
5630,6580
6995,7381
7896,9589
8703,10953
9414,11503
10000,11167
10405,10202
10570,8987
10569,8370
10352,8296
9867,8083
9190,7734
8420,7276
7950,6739
7631,6150
8535,6695
9129,8075
9807,9667
10550,11167
11325,12164
12087,12359
12761,11733
13366,10556
14346,9241
15267,8134
15878,7577
16291,7694
16590,8197
16617,8987
16494,9928
16383,10806
16041,11447
15528,11771
14895,11804
14269,11645
13721,11386
13101,11076
12412,10790
11691,10273
10994,9495
10387,8689
9881,7799
9496,6938
9361,6219
8674,6507
8323,7140
8043,7626
7608,7843
7015,7798
6294,7599
5484,7962
5261,15724
6120,18027
6883,20558
7442,23031
7872,24938
8021,26103
7841,26455
7376,25990
6732,24834
6037,23207
5712,21319
5605,19319
5603,17323
5697,15348
5859,13458
6060,11721
6269,10216
6458,9015
6615,8397
6743,8440
6864,8810
7151,9475
7427,10457
7742,11721
8002,13400
8149,15449
8131,17684
8328,19922
8314,21883
8034,23323
7498,24091
6776,24500
6655,24184
7155,23198
7600,21595
7916,19425
8046,16729
8025,13644
7913,10429
7878,7380
12391,6475
12542,6193
9892,6605
9388,7302
8739,8202
7986,9289
8214,10660
8325,11845
8375,12560
8471,13132
8694,13126
8944,12533
9199,11590
9423,9822
9575,8235
9740,7751
9873,7511
9900,7459
9779,7724
9524,8347
9179,9038
8768,9622
8398,10272
8151,10527
7924,11260
7724,12901
7555,13265
7412,12165
7382,9973
7322,7521
6772,7322
7124,9422
7152,11692
6881,13964
6666,16347
6421,18436
5984,19958
5421,20924
5245,21353
5421,21323
5612,22236
5793,23572
5932,24371
6220,24478
6446,23822
6594,22543
6657,20660
6627,17820
6664,14362
7261,10839
7943,7907
15910,6377
16791,7462
17079,8266
18210,9564
18379,10544
17455,11897
16805,13787
15826,14751
15035,14349
13966,14673
13618,14124
12756,12793
12186,11997
11621,11438
11018,10959
10520,9739
10184,8036
9999,6458
13586,6738
18278,8175
23629,8848
28152,9449
31030,9632
32284,9438
31064,8753
29684,10174
32137,12654
33146,14260
34704,14648
34381,13934
35705,12481
36309,10675
35761,9529
33207,10376
29597,11611
23759,12767
17198,13763
11163,14410
6592,15080
6728,13568
8885,12236
12028,11200
15621,10643
19522,11349
23438,11833
27188,12004
30484,11102
32975,9333
34381,7701
34577,7677
33466,8156
31261,8179
28261,7810
25317,7267
26174,6801
26353,6602
25885,6776
24744,7420
23246,8307
21470,9253
19581,10131
17672,10542
15763,10297
13989,9400
13276,8067
12465,6610
6487,7759
6364,9589
6271,10399
6151,10007
6052,8785
6000,7471
5971,6438
5516,16336
6057,15519
6039,13131
5415,9850
8040,7638
8789,8796
9453,9068
9991,8535
10531,7513
10853,6358
8479,6351
7811,6103
8273,6193
8843,7609
9451,9252
10070,10743
10845,11648
11709,11701
12487,10944
13105,9716
13575,8437
14633,7714
15385,7540
15741,7748
16039,8281
16087,9035
16153,9808
16053,10389
15764,10658
15366,10722
14908,10741
14431,10731
14028,10721
13492,10703
12839,10589
12117,10292
11407,9753
10822,8980
10366,8057
10032,7334
9807,6688
9672,6230
9572,6162
9439,6533
9175,7054
8780,7723
8433,8266
7902,8451
7212,8305
6396,7950
5535,7560
5074,7733
5163,8511
5349,8333
5482,7944
5494,7452
5343,6956
5710,13891
6607,17137
7394,20485
7985,23632
8422,26196
8605,27822
8452,28229
8009,27255
7379,25224
6978,22549
6847,19657
6799,16914
6847,14514
7027,12521
7227,10907
7386,9645
7478,9008
7568,8885
7587,9103
7538,9805
7434,10809
7379,12008
7562,13428
7686,15108
7709,17076
7699,19271
7825,21539
7794,23618
7569,25214
7146,26068
6558,26102
6216,25402
6806,24130
7452,22458
8062,20489
8514,18221
8754,15599
8787,12661
8782,9598
8788,6750
8213,6468
7702,7295
8048,8421
8283,9871
8421,11230
8572,12306
8863,13191
9170,13158
9472,12301
9742,11274
9933,9693
10011,8506
9951,7869
9770,7451
9630,7272
9456,7470
9167,7858
8807,8354
8417,8969
8008,9690
7641,10172
7320,10873
7169,12589
7061,13069
6984,12080
6921,9970
6883,7529
6762,7373
7197,9416
7306,11627
7088,13451
6623,14887
6407,16500
6048,18050
5531,19530
5169,20845
5374,21852
5614,22408
5843,23256
6024,24303
6157,24168
6452,22879
6656,20629
6753,17773
6727,14628
6867,11486
7468,8783
8084,6686
15116,6586
16396,7926
17176,8959
18272,9842
19094,11054
18717,11912
18257,13618
17008,15173
16577,15191
15236,15921
14742,15666
13919,15236
12855,14170
12173,13375
11427,11222
10773,9211
10298,6931
15163,7181
20511,8100
25678,8139
29589,8457
31693,8510
32004,8105
30051,9856
31943,11764
33908,12821
35490,12847
36239,12026
36533,10736
37087,9402
37316,9645
34757,10783
31303,11901
25954,12974
19396,13978
13015,15134
7905,15895
5525,17936
7345,16882
9903,15739
13406,14671
17289,13796
21287,12982
25068,12147
28430,12456
31129,12523
32903,11481
33746,9878
33508,7485
32184,7744
29880,8133
26809,8034
23845,7532
25340,6834
26015,6192
24129,6497
22265,7200
20126,7866
17903,8316
15713,8791
14146,8713
13437,8028
12588,6900
6621,8286
6459,10173
6152,10848
5961,10110
5802,8462
5682,6600
5384,19597
5826,19225
5759,16667
5137,12731
8443,6308
9149,6458
9196,7014
8777,7468
8496,7125
8102,6210
8736,6519
9256,7793
9860,9234
10464,10048
11048,9939
11757,9061
12452,8133
12956,7545
13416,7286
14267,7334
14730,7821
14858,8552
14988,9343
15102,10013
15005,10412
14792,10495
14531,10338
14260,10083
13976,10062
13650,9968
13238,9784
12729,9554
12126,9402
11496,9072
10900,8539
10414,7840
10082,7091
10006,6426
10325,6424
10075,7048
9613,7681
8983,8107
8268,8189
7560,7999
6932,7665
6447,7273
6141,6980
6023,7031
6075,7405
6257,7758
6498,7953
6713,7905
6808,7678
6712,7537
6388,7286
6008,6962
5571,6565
5961,13739
6832,16863
7611,20245
8226,23776
8745,26625
8993,28273
8920,28345
8575,26797
8195,24012
8122,20574
8072,17119
8079,14099
8182,11736
8384,10071
8572,9023
8699,8651
8730,9034
8663,9751
8549,10734
8332,11909
8043,13225
7702,14680
7579,16344
7471,18276
7333,20519
7325,23004
7203,25469
6939,27579
6530,28933
6002,29291
5866,28647
6344,27192
6962,25222
7657,23173
8335,21387
8888,19277
9241,16691
9411,13584
9460,10230
9480,7108
7682,6422
7943,7060
8121,8396
8347,9726
8632,11157
8969,12110
9348,12208
9722,11545
10033,10399
10222,9178
10247,8118
10114,7362
9827,6914
9443,6733
9041,6770
8722,7011
8367,7379
8007,7982
7666,8801
7347,9557
7075,10098
6849,11679
6671,12506
6617,11951
6615,10201
6594,8139
6921,6869
7203,8648
7401,10394
7300,11844
6928,13098
6510,14341
6250,15649
5799,17235
5276,19224
5342,21065
5571,22379
5826,22871
6038,22450
6200,21531
6335,19869
6574,17378
6691,14844
6661,12358
6941,9938
7578,7712
12227,6407
13869,7404
15536,9009
16889,10255
17876,10896
19379,12229
19700,12591
19507,13877
18703,15700
18031,15869
16833,16691
15860,16606
15008,17127
13681,16465
12555,15481
11596,12699
10740,9755
10091,6726
13207,6409
17610,7503
22955,7703
27664,7512
30707,7323
32126,7285
31593,9146
30890,10516
33817,11120
35387,10917
37166,10110
36616,9017
38148,8549
37892,9682
36414,10747
32134,11787
27580,12883
21250,14194
14797,15365
9243,16131
5285,16201
5886,19057
7826,18629
10521,17934
14229,17218
18348,16373
22413,15438
26113,14387
29176,13136
31318,12413
32539,12346
32816,11698
32200,10019
30709,7844
28397,7698
25416,7876
22649,7579
24158,6905
18026,6514
15687,6898
13981,6920
13310,6946
12611,6490
6434,6956
6554,9615
6469,11569
6224,11966
5916,10696
5726,8461
5526,6152
5335,20111
5271,17828
8989,7729
9044,8674
8971,8510
8705,7411
8309,6436
9994,6855
10358,7410
10711,7314
11172,6825
11661,6627
12137,6542
12559,6801
12804,7274
13253,7967
13504,8780
13523,9551
13533,10086
13480,10259
13354,10109
13234,10007
13126,9797
13014,9556
12836,9321
12558,9089
12132,8825
11584,8477
10974,8012
10856,7498
11092,7040
11243,6508
11095,6216
10978,6754
10599,7261
10005,7728
9286,8040
8558,7990
7916,7653
7440,7184
7168,6725
7107,6347
7261,6361
7529,6613
7794,6940
8035,7082
8105,6973
7911,6900
7585,6871
7228,6688
6694,6345
5164,11699
5967,14748
6794,18085
7555,21375
8193,24145
8764,25878
9123,26428
9207,26254
9222,24460
9313,21516
9340,18052
9343,14698
9364,11897
9434,9826
9541,8940
9694,8712
9781,9004
9758,9709
9653,10727
9428,11945
9091,13260
8664,14626
8164,16108
7791,17846
7371,19933
6954,22846
6717,26105
6369,29190
5921,31509
5798,32681
5847,32615
6082,31479
6508,29690
7093,27598
7776,25453
8462,23209
9054,20713
9481,17725
9735,14290
9863,10684
9940,7396
7821,6252
7982,6556
8121,6661
8285,7833
8518,9191
8837,10060
9233,10248
9643,9757
9991,8870
10195,7879
10208,7008
10025,6525
9700,6153
7924,6217
7576,6738
7284,7626
7058,8591
6862,9489
6711,10509
6586,11643
6485,11643
6403,10598
6402,9121
6354,7214
7169,7140
7463,8503
7500,9777
7271,11033
6814,12291
6537,13785
6172,15546
5632,17232
5397,19197
5452,20853
5692,21563
5920,21171
6090,19842
6177,17863
6281,15537
6417,13081
6399,10654
6822,8401
7516,6431
10863,7552
12385,8793
14410,10643
16334,12080
17697,12681
19352,13863
20413,13985
20345,14641
20099,16224
19172,16196
18148,16911
16768,17342
15857,17696
14374,17818
12737,16672
11540,13674
10480,10689
9648,7275
7934,6526
7672,6862
7375,6337
15026,6730
20015,7005
25036,6965
29019,6795
31092,6949
32230,8245
30958,9155
32654,9441
34740,9115
36882,8383
37447,7498
38133,8059
38127,9157
37037,10196
33488,11230
28434,12534
22742,13813
16365,14942
10613,15706
6251,15793
6132,19526
8171,19664
10792,19146
14544,17998
18655,17260
22728,16597
26356,15702
29145,14504
30913,12972
31673,11551
31493,11759
30530,11456
28847,10114
26675,7801
24011,7537
21651,7445
22414,6919
5944,8452
6108,11393
6102,13279
5957,13204
5841,11257
5669,8675
5450,6387
5505,7104
5244,8113
8308,7719
8725,9463
8956,9924
8945,8995
8768,7751
8636,6428
12160,6386
12318,7023
12379,7814
12423,8646
12416,9344
12387,9726
12356,9854
12324,9759
12270,9439
12196,9022
12117,8628
12058,8306
12041,8065
12107,7876
12263,7677
12486,7406
12719,7051
12880,6627
13014,6191
11694,6249
11418,6630
11111,7238
10566,7870
9888,8243
9181,8278
8561,7994
8114,7523
7890,7127
7901,6693
8245,6267
5782,13490
6563,16643
7360,19591
8144,21931
8879,23938
9519,25194
10018,25054
10346,23542
10492,20991
10497,18102
10538,15027
10541,12344
10521,10454
10517,9262
10544,8945
10582,9384
10592,10177
10535,11173
10380,12248
10106,13319
9712,14397
9212,15591
8887,17127
8498,19176
8020,21857
7484,25132
7105,28708
6741,32042
6420,34504
6208,35635
6157,35293
6294,33763
6622,31503
7120,28939
7730,26308
8380,23650
8982,20759
9456,17494
9790,13898
10003,10343
10284,7184
8255,6231
8249,6181
8352,6890
8578,7591
8898,7786
9252,7493
9593,6876
9815,6168
7117,6262
6940,7300
6802,8400
6681,9313
6556,10644
6507,11159
6425,10796
6279,9996
6224,8509
6067,6761
7482,6665
7653,7903
7593,9307
7259,10842
6835,12429
6536,13909
6008,15661
5381,17122
5405,18120
5463,18729
5680,18262
5840,16899
5926,14973
5929,12788
5964,10562
5965,8448
6470,6557
8836,6807
9792,8669
11281,10195
13216,12228
15649,13838
17668,14351
19174,15282
20961,15046
21158,15366
21124,16497
19917,15987
19074,16555
17340,16897
16370,16700
14737,17342
12904,16022
11264,14553
10026,11454
9116,7793
7618,6433
7473,7465
7417,8546
7296,8735
7002,7950
6675,6940
21789,6330
26275,6187
29472,6574
31624,7306
32027,7792
30988,7841
33548,7457
35469,6822
37076,6471
36974,7169
38088,8182
36579,9239
34296,10338
28953,11612
23698,12853
17703,13973
11902,14740
7262,15441
6298,19042
8403,19848
11057,20086
14572,19592
18430,18316
22320,16395
25745,15557
28335,14675
29842,13389
30258,11887
29770,12081
28470,12094
26805,11234
25072,9611
23165,7222
21499,7199
20896,6862
21329,6164
5550,6684
5663,9817
5804,12747
5826,14282
5738,13625
5678,11546
5525,9188
5287,6466
5755,6571
5538,8542
5173,9836
7371,6674
7941,9182
8498,10690
8879,10525
